municipality_code,city_district,cadastral_area,year,car_count,truck_count,total_vehicles,_fact_loaded_at
Brno-střed,Brno-střed,Veveří,2013,23,5,28,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2014,23,5,28,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2015,23,4,27,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2016,25,5,30,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2017,26,6,32,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2018,26,8,34,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2019,26,8,34,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2020,24,7,31,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2021,24,7,31,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2022,26,7,33,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Veveří,2023,26,7,33,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2010,10,6,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2011,9,7,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2012,9,7,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2013,9,7,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2014,9,7,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2015,9,7,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2016,9,7,16,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2017,10,7,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2018,10,7,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2019,10,7,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2020,9,8,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2021,9,8,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2022,9,8,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Zábrdovice,2023,9,8,17,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2010,23,6,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2011,24,6,30,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2012,23,6,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2013,22,5,27,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2014,22,5,27,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2015,22,5,27,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2016,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2017,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2018,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2019,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2020,23,6,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2021,23,6,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2022,24,6,30,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Žabovřesky,2023,24,6,30,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2010,22,5,27,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2011,22,5,27,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2012,20,5,25,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2013,17,5,22,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2014,16,5,21,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2015,18,7,25,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2016,17,7,24,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2017,18,7,25,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2018,18,7,25,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2019,18,7,25,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2020,18,7,25,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2021,17,9,26,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2022,17,9,26,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Černá Pole,2023,17,9,26,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2010,22,4,26,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2011,22,4,26,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2012,22,4,26,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2013,23,5,28,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2014,23,5,28,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2015,23,5,28,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2016,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2017,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2018,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2019,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2020,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2021,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2022,24,5,29,2026-01-12 01:35:11.492392
Brno-střed,Brno-střed,Štýřice,2023,24,5,29,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2010,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2011,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2012,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2013,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2014,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2015,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2016,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2017,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2018,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2019,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2020,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2021,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2022,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Královo Pole,2023,22,4,26,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2010,16,6,22,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2011,17,5,22,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2012,17,5,22,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2013,16,5,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2014,16,5,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2015,16,5,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2016,14,7,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2017,14,7,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2018,14,7,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2019,14,7,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2020,14,7,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2021,14,7,21,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2022,12,11,23,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Veveří,2023,12,11,23,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2010,13,5,18,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2011,13,5,18,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2012,13,5,18,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2013,12,5,17,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2014,11,5,16,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2015,11,5,16,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2016,10,7,17,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2017,10,7,17,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2018,10,7,17,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2019,10,7,17,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2020,10,6,16,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2021,10,6,16,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2022,10,8,18,2026-01-12 01:35:11.492392
Brno-Žabovřesky,Brno-Žabovřesky,Žabovřesky,2023,10,8,18,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2010,6,4,10,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2011,6,4,10,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2012,6,4,10,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2013,5,4,9,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2014,5,4,9,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2015,5,4,9,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2016,6,6,12,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2017,6,6,12,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2018,6,6,12,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2019,6,6,12,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2020,5,5,10,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2021,5,5,10,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2022,5,7,12,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Bystrc,2023,5,7,12,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2010,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2011,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2012,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2013,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2014,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2015,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2016,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2017,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2018,3,5,8,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2019,2,4,6,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2020,2,4,6,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2021,2,4,6,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2022,3,7,10,2026-01-12 01:35:11.492392
Brno-Žebětín,Brno-Žebětín,Žebětín,2023,3,7,10,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2010,1,5,6,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2011,1,5,6,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2012,1,5,6,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2013,1,5,6,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2014,1,5,6,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2015,1,13,14,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2016,1,13,14,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2017,1,13,14,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2018,1,13,14,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2019,1,60,61,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2020,1,60,61,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2021,1,60,61,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2022,1,60,61,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Černovice,2023,1,60,61,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2010,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2011,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2012,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2013,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2014,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2015,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2016,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2017,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2018,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2019,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2020,3,4,7,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2021,3,8,11,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2022,2,8,10,2026-01-12 01:35:11.492392
Brno-Černovice,Brno-Černovice,Židenice,2023,2,8,10,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2010,7,8,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2011,8,9,17,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2012,8,9,17,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2013,7,8,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2014,8,8,16,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2015,10,9,19,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2016,10,9,19,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2017,10,9,19,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2018,10,5,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2019,10,5,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2020,10,5,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2021,10,5,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2022,11,8,19,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Ivanovice,2023,12,9,21,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2010,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2011,5,4,9,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2012,5,4,9,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2013,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2014,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2015,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2016,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2017,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2018,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2019,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2020,4,4,8,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2021,4,10,14,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2022,3,10,13,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Mokrá Hora,2023,3,10,13,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2010,9,4,13,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2011,10,4,14,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2012,10,4,14,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2013,10,4,14,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2014,10,4,14,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2015,10,4,14,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2016,9,8,17,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2017,9,8,17,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2018,9,8,17,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2019,9,8,17,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2020,9,6,15,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2021,10,8,18,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2022,10,8,18,2026-01-12 01:35:11.492392
Brno-Řečkovice a Mokrá Hora,Brno-Řečkovice a Mokrá Hora,Řečkovice,2023,10,8,18,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2010,17,4,21,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2011,17,4,21,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2012,18,4,22,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2013,16,4,20,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2014,15,4,19,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2015,15,4,19,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2016,14,7,21,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2017,14,7,21,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2018,14,7,21,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2019,14,7,21,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2020,14,5,19,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2021,14,5,19,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2022,13,10,23,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Zábrdovice,2023,13,10,23,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2010,8,10,18,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2011,8,10,18,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2012,8,10,18,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2013,6,8,14,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2014,6,8,14,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2015,6,8,14,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2016,6,9,15,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2017,6,9,15,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2018,6,9,15,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2019,6,9,15,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2020,6,9,15,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2021,6,5,11,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2022,6,5,11,2026-01-12 01:35:11.492392
Brno-Židenice,Brno-Židenice,Židenice,2023,6,5,11,2026-01-12 01:35:11.492392
BRNO_TEST,TEST_DISTRICT,CENTER,2010,9,6,15,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2011,9,6,15,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2012,9,6,15,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2013,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2014,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2015,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2016,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2017,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2018,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2019,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2020,8,6,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2021,9,5,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2022,9,5,14,2026-01-12 01:37:55.586144
BRNO_TEST,TEST_DISTRICT,CENTER,2023,9,5,14,2026-01-12 01:37:55.586144
